제목,시간,날짜,별점,리뷰제목,리뷰내용,연수분야,가격,대상,label
설민석의 한국통사,30차시,2023-12-26,5,5학년 1학기 학생 지도에 큰 도움 되었습니다.,"오랜만에 맡은 5학년 역사 수업을 위해 신청하였습니다. 교과서가 인물이나 문화재 중심으로 엮어져 아이들이 역사의 흐름을 파악하기 어려워했는데, '설민석의 한국통사' 연수를 참고하여 매 수업 관련된 역사적 사건 및 흐름을 연결하여 지도할 수 있었습니다. ",교과지도,"65,000원",전체대상,1
"정서조절이 필요한 아이들, 사회정서학습으로 변하다.",30차시,2023-12-26,5,정서조절이 어려운 학생 지도의 어려움,정서조절이 어려운 학생을 지도 할 때마다 어려움을 많이 느꼈었는데 도움이 많이 되었습니다.,생활지도,"75,000원",전체대상,1
알면 편한 심리학 with 유미의 세포들,30차시,2023-12-15,5,쉽고 재미있는 심리학 강의,유미의 세포들을 통해 즐겁고 유익한 심리학 강의를 들었습니다. 심화편도 만들어주시면 좋을 것 같습니다~! 다시 듣고 싶은 심리학 연수입니다~^^,자기계발,"75,000원",전체대상,1
즐겁고 건강한 줄넘기 수업 만들기,30차시,2023-12-15,5,영어 뿐 아니라 다른 모든 언어도...,기본적으로 언어 습득 방법을  다시 한 번 가볍게 들으며 정리할 수 있어 좋습니다. ,생활지도,"75,000원",유초등,1
교사를 위한 구글 활용법(입문자편),15차시,2024-01-09,5,구글 활용,"코로나로 구글 클래스룸으로 온라인 강의를 했었는데, 딱 강의올리는 것만 알게 되었습니다. 구글에서 여러가지 학습 도구를 만들어 제공하고 있는 것 같은데 자세한 설명이 없어서 많이 안타까웠습니다. _x000D_
교사를 위한 구글 활용법 강의를 통해 이미 학교에서 제공하고 있는 구글 클래스룸에 대한 여러 기능을 잘 이해할 수 있었고 또 다른 구글 학습 도구로 수업에 활용할 것들을 배울 수 있었습니다. _x000D_
이미 쓰고 있는 구글 클래스룸 뿐만아니라 내년 새학기 새로운 학습 아이디어가 샘솟게 하는 유익한 강의였습니다.",ICT,"40,000원",전체대상,1
하지현의 감정수업,30차시,2024-04-11,5,올바른 감정을 대하는 방법에 대하여,"올바른 감정을 대하는 방법에 대하여 알수있는 좋은 기회였습니다._x000D_
감사합니다!",생활지도,"85,000원",전체대상,1
소중한 아이들을 위한 행복한 성교육,30차시,2023-12-13,5,실제 응용가능한 실용적인 강의,실제로  수업할 때 도움이 많이 될것 같습니다. ,생활지도,"75,000원",전체대상,1
단단한 내면의 힘을 기르는 지나영의 코어 마인드,15차시,2023-12-22,5,내면의 힘을 기르는 방법,내 마음을 컨트롤하며 당당하게 생활할 수 있는 방법을 알게 되어 정말 유익한 연수이었습니다. 감사드립니다.,자기계발,"50,000원",전체대상,1
나만의 이미지 가치를 높여주는 퍼스널 컬러 스타일링,15차시,2024-01-26,5,퍼스널 컬러,퍼스널 컬러를 알아야 패션 센스가 높아질 것 같습니다.저와 가족들 옷 코디나 화장을 하는 데도 많은 도움이 되었습니다.,자기계발,"40,000원",전체대상,1
수업이 막막할 땐 성공 보장 수업 스킬,30차시,2024-06-08,4,좋아요,아이스크림  사이트 활용에 유익했어요.,학습지도,"85,000원",유초등,0
"더 나은 교실, 더 나은 미래를 위한 ESG 교육",15차시,2023-12-17,5,변하고 있는 세상을 보고 알게 해주는 연수,ESG~ 더이상 미룰 수 없는 이 시대에 꼭 필요한 사회적 요청입니다. 지속 가능한 행복한 미래를 꿈꾼다면 들어야 하는 연수로 추천합니다. ,자기계발,"40,000원",전체대상,1
"공간의 재발견, 정리의 힘",15차시,2024-05-20,5,팁 영상이...,팁 영상 중에서 무릎을 탁 치게 되는 것들이 많네요.,자기계발,"40,000원",전체대상,1
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",30차시,2023-12-20,5,너무 좋았습니다.,"학교에 적용할 수 있는 실무라 더 뜻깊은 연수였습니다. _x000D_
",ICT,"75,000원",전체대상,1
소설 파친코와 썬킴의 한국근현대사,15차시,2024-03-04,5,알찬 연수였습니다. ,시간이 없어 꼼꼼하게 듣지 못한 것이 너무 아쉽습니다. ,교과지도,"50,000원",전체대상,1
"민화, 복을 담아 그리는 우리 그림",15차시,2024-01-26,5,민화를 한땀한땀 그리며 힐링이 되는 연수,처음 접해보는 연수였지만 동영상 강의를 보면서 민화에 빠져 보는  유익한 연수였습니다.,자기계발,"50,000원",전체대상,1
스피킹맥스 현지에서 통하는 왕기초 영어회화 패턴 120,30차시,2024-04-08,5,공든 탑이 무너지랴!,현지에서 통하는 왕기초 영어회화 패턴 120 연수를 듣고 조금은 자신감이 생겼습니다. 더 많이 연습하여 몸에 익이고 해외 여행시 활용토록 하겠습니다.,어학,"75,000원",전체대상,1
[집밥 한 끼] 맛있는 다이어트 + 건강한 밥상,15차시,2023-12-18,5,아이들의 내면이 단단해지는 격려수업, 교사인 저의 내면이 더 단단해지면서 아이들에게 느끼게 해줄 수 있는 좋은 연수,자기계발,"40,000원",전체대상,1
교사를 위한 학생안전길라잡이,15차시,2024-04-19,5,교사들을 위한 안전길라잡이로 좋네요.,학교에서 일어나는 다양한 안전사고를 예방하기 위한 지식을 얻을 수 있어서 좋았습니다.,생활지도,"35,000원",전체대상,1
현아샘의 단단하고 따뜻한 그림책 학급운영,30차시,2023-12-24,5,그림책 관심 있으시다면 강력 추천합니다.,때로는 백마디 말보다 1권의 그림책이 아이들에게 주는 메시지가 크고 아이들과 같이 깊이 있는 생각을 나눌 수 있는 시간이 되는 것 같습니다. 그림책에 관심 있으셨던 분들 들으면 많이 도움되리라 생각합니다. ,학급경영,"75,000원",유초등,1
알베르토가 함께 하는 핵심역량 연계 다문화 교육,30차시,2024-04-16,5,배려하는 마음,타인을 배려하는 마음만 있으면 아무런 문제가 없을 듯 합니다.,생활지도,"75,000원",전체대상,1
"오늘의 일상을 특별하게, 오일파스텔",15차시,2024-06-04,5,좋은 연수였습니다. ,"재료 갖추고 따라만 그려도 멋진 작품 10개는 나오더라구요. _x000D_
재미있고 힐링된 연수였습니다. ",자기계발,"40,000원",전체대상,1
가르침에 지친 당신을 위한 방구석 인문학,30차시,2024-01-09,5,좋은 연수 감사합니다!,너무 재미있고 유익한 연수였습니다!,자기계발,"75,000원",전체대상,1
일본 현지 성우와 함께 배우는 마법의 360문장,30차시,2024-05-20,5,일본어에 관심이 많은데..,"쉬운 표현을 먼저 배우면서 접할 수 있었습니다._x000D_
그래도 암기는 제 몫이라 어렵긴 하네요.",어학,"85,000원",전체대상,1
교사를 위한 구글 활용법(입문자편),15차시,2024-06-11,5,구글 쉬워요,배워보니 다양하게 사용할 수 있어 추천합니다.,ICT,"40,000원",전체대상,1
단단한 내면의 힘을 기르는 지나영의 코어 마인드,15차시,2024-01-11,5,마인드 트레이닝,기본적으로 자기 존중을 밑바탕으로 하여 여러 가지 부정적인 감정적이 드는 상황에서 대안적인 사고로 방향을 전환할 수 있도록 실제적으로 적용가능한 구체적인 마인드 컨트롤 방법들을 알려주심. ,자기계발,"50,000원",전체대상,1
통합교육의 거의 모든 것,30차시,2024-05-17,5,꼭 필요한 연수,"통합학급을 맡으면서 학생과 교사간 다향한 상황에서 해결할 수 있는 방법을 배운것 같다., ",생활지도,"75,000원",전체대상,1
학급 관리부터 업무까지 한 방에! 교사를 위한 노션 활용법,15차시,2024-05-19,5,이해가 안 되어서 이수포기ㅠㅠ,이해가 안 되어서 이수포기ㅠㅠ,ICT,"50,000원",전체대상,1
한 번에 끝내는 미래 교육! 디지털 어벤져스의 특별한 AI 특강,15차시,2024-06-04,5,유익한 연수,빠른 시대의 변화에 꼭 필요하고 유익한 연수였습니다.,학습지도,"40,000원",전체대상,1
알베르토가 함께 하는 핵심역량 연계 다문화 교육,30차시,2024-02-08,5,핵심역량 연계 교과 다문화 교육이라 좋아요,수업 예시도 잘 들어주니 좋네요 처음엔 30차시가 길다고 느껴졌는데 듣다보니 금방 지나갔어요,생활지도,"75,000원",전체대상,1
"우리 반 마음 탐구, 교실 심리학",30차시,2024-03-22,5,마음을 들여다 볼수 있는 그림책 소개가 좋았어요,정말 내가 접해 보지 못했던 다양한 감정 그림책들을 소개 받을 수 있어 너무 좋았어요. 소개된 책들을 학교 도서관에 구매희망신청해서 꼭 활용해 보고 싶어요,생활지도,"85,000원",유초등,1
"공간의 재발견, 정리의 힘",15차시,2023-12-14,5,정리에 대해 고민을 해결하는 시간,"청소를 잘 못하는 편이라 고민이 많았는데_x000D_
살림살이부터 교실 환경까지 가이드라인을 제시해주어서 좋았습니다. _x000D_
추천합니다. ",자기계발,"40,000원",전체대상,1
해커스톡 영어회화 10분의 기적 - 아는 단어로 말하기,30차시,2024-01-15,5,영어공부,"방학을 맞아 영어공부 하려고 신청했는데, 예상보다 꽤 많은 도움이 되었습니다. ",어학,"75,000원",전체대상,1
이야기가 있는 유쾌한 클래식,30차시,2024-06-13,5,딱딱하지 않는 편안한 강의,강의 형식이 아니라 편안한 이야기를 듣는 느낌이라 좋았습니다.,자기계발,"75,000원",전체대상,1
영어회화 100일의 기적,30차시,2024-06-10,5,영어회화 100일의 기적,매일 조금씩 영어 공부를 하니까 좋아요. 쉽고 체계적으로 재미있게 할 수 있어서 좋았습니다.~,어학,오픈준비중,오픈준비중,1
교사를 위한 구글 활용법(입문자편),15차시,2024-04-09,5,기본기 배우는데 충실,구글 활용 업무에 기본기를 다지는데 충실한 좋은 강의 ,ICT,"40,000원",전체대상,1
설민석의 한국사능력검정시험[심화],60차시,2023-12-18,5,두말하면 잔소리,간단 명료하게 정리해 주는 한국사 강의입니다. 심심할 때 들으면 시간도 잘 가요~^^,학습지도,"130,000원",전체대상,1
꿈과 자존감이 자라는 교실 속 직업놀이 진로교육,30차시,2024-03-01,5,"아주 유익하고 즐거운 연수시간이 되었어요,,,","아주 유익하고 즐거운 연수시간이 되었어요,,, 다른샘에게도 권장하고 싶네요",학습지도,"75,000원",전체대상,1
혼자서 끝내는 토익,11차시,2023-12-22,5,핵심만 넣은 강의,핵심적인 내용만 부담되지 않도록 간편하게 잘 구성되었습니다~,어학,무료,전체대상,1
"공간의 재발견, 정리의 힘",15차시,2023-12-13,5,잘 들었습니다.,"잘 들었습니다. _x000D_
정리에 대해 잘 알 수 있었네요.",자기계발,"40,000원",전체대상,1
"마음을 이어주는 마법, 타로 이야기",30차시,2024-01-20,5,학생 상담에 꼭 필요한 연수 ,"초등학교 교사로서 학생 상담에 정말 도움이 될 것 같습니다. 특히, 타로로 상담을 한다면 고학년 아이들에게 인기가 많을 것 같아요. 정말 유익한 시간이었습니다.",자기계발,"75,000원",전체대상,1
EBS다큐프라임으로 배우는 생태전환교육,30차시,2024-01-06,5,환경교육의 가장 기본 연수,"환경, 생태에 대한 막연한 생각들을 ebs다큐프라임으로 깔끔하게 _x000D_
정리해주고, 재미있게 영상을 보며 수업에 어떻게 적용시킬 수 있을지_x000D_
생각하게 해준 좋은 연수였습니다._x000D_
감사합니다~!",학습지도,"75,000원",전체대상,1
신영일과 함께하는 안전교육 365,15차시,2023-12-30,5,유익한연수,학교에서 필요한 안전교육을 한번에 들을수 있어서 유익했습니다^^,생활지도,"40,000원",전체대상,1
이보영의 하루 20분 영어 말하기 기술,30차시,2024-02-03,5,영어 말하기가 쉬워지는 연수,ebs 라디오 뿐만 아니라 원격 연수에서도 이보영 선생님의 연수를 여러 개 들어보았습니다. 늘 느끼는거지만 이보영 선생님은 영어를 쉽고 자세히 알려주세요. 그래서 이해가 잘 되고 읽고 입에 붙이는 훈련을 하기에 참 도움이 많이 됩니다. 평소에 자주 쓰는 표현이지만 어렵지 않은 어휘 중심으로 이루어진 연수라 더욱 부담이 적었어요.,어학,"75,000원",전체대상,1
"우리 반 마음 탐구, 교실 심리학",30차시,2024-06-10,5,우리반 교실에 대해 더 잘알기,우리반을 들여다 보고 학급 운영을 잘 하기 위해서 어떻게 해야할지 고민해 볼 수 있는 유익한 연수였다. ,생활지도,"85,000원",유초등,1
"생각을 꺼내는 교육, 이제는 IB 시대",15차시,2024-04-23,5,ib 교육은 선택이 아니라 필수입니다.,"학생들의 교육 수준이 높아지는 만큼 학교도 이제는 바뀌어야 합니다._x000D_
ib연수를 통해 더 자세히 알게 되었습니다. 감사합니다.",학습지도,"50,000원",전체대상,1
요리로 배우는 맛있는 과학교실,15차시,2023-12-21,5,쉬는 시간 생각으로,가볍게 신청했는데 과학 원리가 나오고 만약 과학 교담을 한다면 유용할 것 같다.,교과지도,오픈준비중,오픈준비중,1
한국어교원양성과정 Ⅱ,30차시,2024-04-12,5,국어공부,국어공부에 도움이 많이 되었습니다,자기계발,"75,000원",전체대상,1
"가장 쉬운 수업도구, 패들렛과 띵커벨",15차시,2024-02-10,5,수업 활용에 도움이 많이 될 것 같습니다.,학생들이 의견을 서로 나누고 친구들의 생각을 바로 확인하면서 참여하여 수업이 풍부해질 것 같습니다.,ICT,"40,000원",전체대상,1
"오늘의 일상을 특별하게, 오일파스텔",15차시,2024-03-27,5,행복한 기분을 불러오는 연수,"학생들에게 아름다운 색감을 다룰 때 느끼는 기분을 전해주고 싶어서 제가 먼저 연수를 받았습니다. 파스텔톤을 접하는 수업이라 연수를 하면서 직접 그리고 따라하다보니 작은 행복감이 밀려오네요!_x000D_
한번 더 복습하고 싶습니다~",자기계발,"40,000원",전체대상,1
